"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/11/2024";"1600";"33,5";"33,9";"30,0";"45,0";"59,0";"43,0";"20,1";"21,9";"19,1";"987,5";"988,8";"987,5";"3,0";"46,0";"9,1";"3350,40";"0,0"
"01/11/2024";"1700";"31,9";"33,6";"30,9";"51,0";"57,0";"44,0";"20,6";"22,3";"19,3";"986,3";"987,5";"986,2";"3,4";"41,0";"7,7";"2017,90";"0,0"
"01/11/2024";"1800";"31,1";"32,0";"29,9";"53,0";"61,0";"50,0";"20,4";"22,3";"19,1";"985,3";"986,3";"985,3";"4,3";"56,0";"10,2";"2303,80";"0,0"
"01/11/2024";"1900";"31,4";"32,3";"30,7";"53,0";"54,0";"50,0";"20,5";"20,9";"20,1";"984,7";"985,4";"984,7";"3,7";"44,0";"11,3";"1835,40";"0,0"
"01/11/2024";"2000";"29,9";"31,7";"29,8";"58,0";"58,0";"51,0";"20,7";"20,7";"19,8";"985,4";"985,4";"984,5";"3,1";"33,0";"9,4";"679,40";"0,0"
"01/11/2024";"2100";"27,8";"30,1";"27,8";"57,0";"59,0";"54,0";"18,6";"21,1";"18,5";"986,3";"986,4";"985,2";"4,0";"10,0";"14,5";"253,60";"0,0"
"01/11/2024";"2200";"26,3";"27,9";"26,2";"66,0";"67,0";"57,0";"19,5";"19,6";"18,3";"986,2";"986,3";"985,9";"3,0";"26,0";"9,7";"30,60";"0,0"
"01/11/2024";"2300";"25,5";"26,4";"25,0";"74,0";"76,0";"66,0";"20,5";"20,7";"19,5";"987,2";"987,2";"986,1";"2,9";"15,0";"7,7";"";"0,0"
"02/11/2024";"0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/11/2024";"0100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/11/2024";"0200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/11/2024";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/11/2024";"0400";"25,4";"25,4";"25,0";"78,0";"80,0";"77,0";"21,2";"21,5";"21,1";"988,8";"989,6";"988,8";"1,9";"360,0";"4,2";"";"0,0"
"02/11/2024";"0500";"25,6";"25,6";"25,1";"77,0";"80,0";"77,0";"21,3";"21,5";"21,1";"988,5";"988,8";"988,4";"3,0";"27,0";"6,1";"";"0,0"
"02/11/2024";"0600";"24,8";"25,6";"24,5";"81,0";"82,0";"77,0";"21,4";"21,4";"20,9";"988,0";"988,5";"987,9";"1,6";"38,0";"6,3";"";"0,0"
"02/11/2024";"0700";"25,3";"25,3";"24,8";"79,0";"81,0";"78,0";"21,5";"21,5";"21,2";"987,7";"988,0";"987,7";"1,8";"21,0";"4,8";"";"0,0"
"02/11/2024";"0800";"25,4";"25,6";"25,3";"75,0";"79,0";"74,0";"20,7";"21,5";"20,6";"987,1";"987,7";"987,1";"3,2";"37,0";"7,9";"";"0,0"
"02/11/2024";"0900";"25,2";"25,4";"25,0";"77,0";"78,0";"75,0";"20,8";"20,9";"20,6";"987,7";"987,7";"987,0";"3,2";"33,0";"9,1";"";"0,4"
"02/11/2024";"1000";"25,8";"25,8";"25,2";"72,0";"77,0";"72,0";"20,4";"20,9";"20,4";"988,4";"988,5";"987,7";"3,2";"37,0";"8,2";"45,30";"0,0"
"02/11/2024";"1100";"26,2";"26,2";"25,8";"69,0";"72,0";"69,0";"20,2";"20,5";"20,0";"989,7";"989,7";"988,4";"3,1";"21,0";"9,7";"384,60";"0,0"
"02/11/2024";"1200";"26,8";"27,1";"26,2";"67,0";"69,0";"66,0";"20,2";"20,6";"20,0";"991,4";"991,4";"989,7";"3,6";"9,0";"8,5";"1141,10";"0,0"
"02/11/2024";"1300";"26,7";"27,3";"26,7";"65,0";"68,0";"64,0";"19,7";"20,5";"19,5";"992,3";"992,3";"991,4";"4,8";"7,0";"8,8";"1198,00";"0,0"
"02/11/2024";"1400";"28,8";"28,8";"26,7";"58,0";"66,0";"58,0";"19,6";"20,3";"19,4";"992,3";"992,4";"992,2";"4,3";"15,0";"9,7";"2441,80";"0,0"
"02/11/2024";"1500";"28,9";"30,2";"28,7";"56,0";"58,0";"52,0";"19,2";"20,1";"18,9";"991,9";"992,3";"991,9";"4,2";"15,0";"9,2";"3670,10";"0,0"
"02/11/2024";"1600";"30,2";"30,2";"28,8";"55,0";"58,0";"53,0";"20,1";"20,1";"19,3";"990,9";"991,9";"990,9";"3,9";"4,0";"9,6";"2745,50";"0,0"
"02/11/2024";"1700";"29,5";"30,4";"28,8";"57,0";"60,0";"53,0";"20,0";"20,5";"19,5";"989,8";"991,0";"989,8";"3,8";"7,0";"7,5";"1937,10";"0,0"
"02/11/2024";"1800";"30,6";"31,5";"29,5";"49,0";"57,0";"48,0";"18,6";"20,3";"18,5";"988,6";"989,8";"988,5";"3,8";"24,0";"9,0";"2820,90";"0,0"
"02/11/2024";"1900";"30,1";"31,4";"30,1";"50,0";"50,0";"46,0";"18,6";"19,3";"17,8";"987,6";"988,6";"987,6";"3,5";"24,0";"8,9";"2144,80";"0,0"
"02/11/2024";"2000";"30,0";"31,1";"30,0";"51,0";"51,0";"48,0";"18,9";"19,5";"18,4";"987,4";"987,6";"987,3";"2,6";"11,0";"9,1";"1592,50";"0,0"
"02/11/2024";"2100";"30,0";"30,5";"29,6";"51,0";"53,0";"50,0";"18,6";"19,4";"18,6";"987,8";"987,8";"987,4";"2,3";"9,0";"7,0";"823,20";"0,0"
"02/11/2024";"2200";"28,9";"29,9";"28,8";"56,0";"56,0";"51,0";"19,2";"19,3";"18,7";"987,9";"987,9";"987,7";"2,3";"15,0";"5,7";"155,80";"0,0"
"02/11/2024";"2300";"28,4";"28,9";"28,4";"57,0";"57,0";"56,0";"19,2";"19,3";"19,0";"988,5";"988,5";"987,9";"2,1";"8,0";"4,3";"";"0,0"
"03/11/2024";"0000";"27,8";"28,5";"27,8";"61,0";"61,0";"57,0";"19,6";"19,6";"19,1";"988,9";"988,9";"988,5";"1,3";"71,0";"4,1";"";"0,0"
"03/11/2024";"0100";"27,6";"27,8";"27,5";"62,0";"62,0";"61,0";"19,6";"19,6";"19,5";"989,6";"989,6";"988,9";"1,6";"50,0";"3,5";"";"0,0"
"03/11/2024";"0200";"27,7";"27,7";"27,3";"61,0";"63,0";"61,0";"19,4";"19,7";"19,4";"990,1";"990,2";"989,6";"1,1";"30,0";"3,1";"";"0,0"
"03/11/2024";"0300";"27,4";"27,7";"27,4";"62,0";"62,0";"61,0";"19,6";"19,6";"19,4";"989,9";"990,3";"989,9";"1,7";"50,0";"3,6";"";"0,0"
"03/11/2024";"0400";"27,0";"27,4";"26,9";"65,0";"65,0";"62,0";"19,9";"19,9";"19,5";"989,7";"989,9";"989,7";"1,0";"89,0";"3,4";"";"0,0"
"03/11/2024";"0500";"26,9";"26,9";"26,5";"66,0";"68,0";"65,0";"19,9";"20,2";"19,8";"989,4";"989,7";"989,4";"0,7";"46,0";"2,2";"";"0,0"
"03/11/2024";"0600";"26,5";"27,1";"26,5";"69,0";"69,0";"65,0";"20,3";"20,3";"19,9";"989,0";"989,5";"989,0";"1,4";"335,0";"2,7";"";"0,0"
"03/11/2024";"0700";"26,5";"26,6";"26,2";"68,0";"71,0";"68,0";"20,2";"20,7";"20,1";"988,7";"989,0";"988,7";"2,2";"354,0";"3,6";"";"0,0"
"03/11/2024";"0800";"26,5";"26,6";"26,4";"67,0";"68,0";"66,0";"19,8";"20,2";"19,7";"988,5";"988,7";"988,5";"2,2";"352,0";"4,1";"";"0,0"
"03/11/2024";"0900";"26,5";"26,5";"26,4";"64,0";"67,0";"64,0";"19,1";"19,7";"19,1";"988,4";"988,5";"988,4";"1,9";"19,0";"4,4";"";"0,0"
"03/11/2024";"1000";"26,5";"26,6";"26,4";"64,0";"64,0";"63,0";"19,1";"19,2";"18,8";"988,7";"988,7";"988,4";"1,8";"6,0";"4,6";"67,20";"0,0"
"03/11/2024";"1100";"27,2";"27,2";"26,5";"60,0";"64,0";"60,0";"18,8";"19,2";"18,8";"989,2";"989,2";"988,7";"2,3";"357,0";"4,2";"324,70";"0,0"
"03/11/2024";"1200";"28,5";"28,6";"27,2";"55,0";"60,0";"54,0";"18,5";"19,0";"18,3";"989,8";"989,8";"989,2";"2,7";"3,0";"6,3";"930,50";"0,0"
"03/11/2024";"1300";"29,8";"29,8";"28,5";"52,0";"55,0";"51,0";"18,8";"18,9";"18,1";"990,0";"990,0";"989,7";"2,8";"7,0";"6,0";"1413,80";"0,0"
"03/11/2024";"1400";"30,3";"30,7";"29,7";"49,0";"52,0";"48,0";"18,3";"19,0";"18,1";"989,9";"990,1";"989,9";"2,8";"3,0";"6,1";"1719,00";"0,0"
"03/11/2024";"1500";"31,2";"31,3";"30,2";"44,0";"50,0";"44,0";"17,6";"19,0";"17,5";"989,7";"989,9";"989,7";"2,9";"339,0";"6,2";"1517,20";"0,0"
"03/11/2024";"1600";"32,3";"32,9";"31,1";"41,0";"45,0";"39,0";"17,3";"18,1";"16,8";"988,9";"989,7";"988,9";"3,2";"354,0";"6,4";"2243,20";"0,0"
"03/11/2024";"1700";"33,5";"34,1";"32,3";"38,0";"42,0";"38,0";"17,4";"18,2";"17,3";"987,0";"988,9";"987,0";"2,9";"8,0";"6,7";"3132,90";"0,0"
"03/11/2024";"1800";"33,4";"34,7";"33,3";"39,0";"40,0";"36,0";"17,5";"18,1";"17,0";"985,5";"987,0";"985,5";"2,6";"359,0";"7,2";"2811,50";"0,0"
"03/11/2024";"1900";"33,1";"33,6";"33,0";"41,0";"41,0";"38,0";"18,0";"18,1";"17,2";"985,0";"985,6";"985,0";"1,5";"292,0";"5,5";"920,10";"0,0"
"03/11/2024";"2000";"30,0";"33,2";"29,5";"55,0";"57,0";"39,0";"20,0";"20,6";"17,6";"984,6";"985,0";"984,6";"1,7";"197,0";"7,6";"895,90";"0,0"
"03/11/2024";"2100";"30,6";"31,2";"30,0";"52,0";"56,0";"50,0";"19,7";"20,7";"19,4";"984,8";"984,8";"984,3";"1,5";"187,0";"4,4";"787,50";"0,0"
"03/11/2024";"2200";"30,0";"30,6";"30,0";"54,0";"55,0";"51,0";"19,8";"20,0";"19,4";"985,0";"985,0";"984,8";"1,0";"146,0";"2,8";"80,70";"0,0"
"03/11/2024";"2300";"29,5";"30,1";"29,5";"57,0";"57,0";"54,0";"20,1";"20,1";"19,5";"986,0";"986,0";"984,8";"1,0";"188,0";"3,3";"";"0,0"
"04/11/2024";"0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04/11/2024";"0100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04/11/2024";"0200";"24,4";"24,7";"24,1";"84,0";"85,0";"80,0";"21,5";"21,8";"21,0";"987,8";"989,0";"987,8";"2,8";"93,0";"4,6";"";"0,8"
"04/11/2024";"0300";"25,1";"25,1";"24,4";"79,0";"84,0";"78,0";"21,1";"21,6";"21,0";"986,7";"987,8";"986,7";"2,1";"66,0";"5,6";"";"0,0"
"04/11/2024";"0400";"25,1";"25,7";"25,0";"80,0";"80,0";"74,0";"21,4";"21,4";"20,7";"985,9";"986,7";"985,9";"0,8";"304,0";"4,8";"";"0,0"
"04/11/2024";"0500";"25,1";"25,5";"25,1";"79,0";"80,0";"76,0";"21,2";"21,5";"20,9";"985,9";"986,0";"985,8";"0,9";"242,0";"3,6";"";"0,0"
"04/11/2024";"0600";"24,7";"25,1";"24,6";"81,0";"82,0";"79,0";"21,3";"21,4";"21,2";"986,7";"986,7";"985,9";"1,5";"234,0";"3,5";"";"0,0"
"04/11/2024";"0700";"24,2";"24,7";"24,1";"84,0";"84,0";"81,0";"21,3";"21,3";"21,2";"986,9";"987,0";"986,7";"0,6";"188,0";"3,7";"";"0,0"
"04/11/2024";"0800";"24,5";"24,5";"24,2";"83,0";"84,0";"83,0";"21,4";"21,5";"21,3";"987,4";"987,4";"986,9";"0,6";"64,0";"2,1";"";"0,0"
"04/11/2024";"0900";"24,9";"25,0";"24,5";"81,0";"83,0";"80,0";"21,5";"21,5";"21,3";"987,5";"987,6";"987,4";"1,4";"84,0";"2,1";"";"0,0"
"04/11/2024";"1000";"25,5";"25,5";"24,8";"78,0";"82,0";"78,0";"21,5";"21,6";"21,4";"987,7";"987,7";"987,5";"0,8";"30,0";"3,4";"110,00";"0,0"
"04/11/2024";"1100";"27,3";"27,3";"25,5";"70,0";"78,0";"70,0";"21,4";"21,7";"21,2";"988,5";"988,5";"987,7";"0,8";"37,0";"2,8";"533,90";"0,0"
"04/11/2024";"1200";"30,4";"30,4";"27,3";"57,0";"70,0";"57,0";"21,0";"21,9";"20,7";"989,1";"989,1";"988,4";"2,6";"47,0";"5,2";"1806,30";"0,0"
"04/11/2024";"1300";"31,9";"31,9";"30,3";"51,0";"57,0";"50,0";"20,5";"21,1";"20,0";"988,9";"989,2";"988,8";"2,6";"356,0";"6,7";"2607,40";"0,0"
"04/11/2024";"1400";"32,1";"32,8";"31,7";"49,0";"51,0";"46,0";"19,9";"20,7";"19,1";"989,0";"989,0";"988,8";"3,4";"2,0";"7,8";"2640,50";"0,0"
"04/11/2024";"1500";"34,1";"34,4";"32,1";"43,0";"49,0";"42,0";"19,6";"20,4";"19,3";"988,6";"989,0";"988,6";"3,7";"339,0";"7,9";"3299,80";"0,0"
"04/11/2024";"1600";"33,4";"34,8";"33,2";"43,0";"44,0";"40,0";"19,1";"20,0";"18,8";"987,8";"988,6";"987,8";"3,7";"331,0";"8,8";"2095,50";"0,0"
"04/11/2024";"1700";"33,9";"34,2";"33,2";"43,0";"44,0";"42,0";"19,6";"19,7";"19,0";"986,1";"987,8";"986,1";"1,8";"30,0";"6,8";"1338,20";"0,0"
"04/11/2024";"1800";"33,6";"34,3";"33,2";"45,0";"46,0";"42,0";"19,9";"20,3";"19,2";"985,0";"986,1";"985,0";"2,0";"8,0";"7,0";"879,80";"0,0"
"04/11/2024";"1900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04/11/2024";"2000";"28,7";"28,9";"25,4";"68,0";"81,0";"64,0";"22,4";"23,5";"18,8";"985,3";"985,4";"984,2";"2,6";"19,0";"12,3";"842,00";"8,8"
"04/11/2024";"2100";"28,2";"28,7";"27,6";"71,0";"74,0";"68,0";"22,3";"22,5";"21,8";"985,2";"985,3";"984,9";"1,4";"91,0";"7,0";"211,80";"0,0"
"04/11/2024";"2200";"28,2";"28,3";"27,4";"72,0";"77,0";"69,0";"22,7";"22,9";"22,1";"985,8";"985,8";"985,2";"1,3";"130,0";"4,5";"61,30";"0,0"
"04/11/2024";"2300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/11/2024";"0000";"28,2";"28,4";"28,1";"67,0";"68,0";"66,0";"21,4";"21,7";"21,3";"987,6";"987,6";"986,4";"1,3";"60,0";"2,6";"";"0,0"
"05/11/2024";"0100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/11/2024";"0200";"27,2";"28,1";"27,2";"75,0";"76,0";"69,0";"22,4";"22,6";"21,9";"988,8";"988,8";"987,8";"0,6";"195,0";"1,7";"";"0,0"
"05/11/2024";"0300";"27,7";"27,7";"27,2";"73,0";"76,0";"73,0";"22,5";"22,7";"22,2";"988,6";"988,9";"988,6";"0,6";"77,0";"1,5";"";"0,0"
"05/11/2024";"0400";"28,3";"28,4";"27,5";"68,0";"74,0";"67,0";"21,8";"22,6";"21,7";"988,0";"988,6";"988,0";"1,7";"354,0";"3,0";"";"0,0"
"05/11/2024";"0500";"28,4";"28,6";"28,3";"66,0";"68,0";"65,0";"21,3";"21,8";"21,2";"987,3";"988,0";"987,3";"1,9";"31,0";"4,6";"";"0,0"
"05/11/2024";"0600";"28,2";"28,4";"28,1";"65,0";"66,0";"65,0";"21,1";"21,3";"21,1";"986,9";"987,3";"986,8";"1,5";"26,0";"4,5";"";"0,0"
"05/11/2024";"0700";"27,2";"28,2";"27,2";"71,0";"71,0";"65,0";"21,6";"21,6";"21,1";"987,0";"987,0";"986,9";"1,8";"345,0";"4,1";"";"0,0"
"05/11/2024";"0800";"27,0";"27,3";"27,0";"71,0";"71,0";"70,0";"21,4";"21,5";"21,3";"987,1";"987,1";"986,9";"2,2";"9,0";"4,5";"";"0,0"
"05/11/2024";"0900";"27,3";"27,3";"26,9";"66,0";"72,0";"66,0";"20,4";"21,5";"20,4";"988,0";"988,0";"987,1";"2,3";"28,0";"5,8";"";"0,0"
"05/11/2024";"1000";"26,8";"27,3";"26,8";"70,0";"70,0";"66,0";"20,7";"20,8";"20,3";"988,5";"988,5";"988,0";"2,4";"5,0";"5,8";"140,50";"0,0"
"05/11/2024";"1100";"28,5";"28,5";"26,8";"62,0";"70,0";"60,0";"20,4";"20,8";"19,8";"989,5";"989,5";"988,5";"3,0";"22,0";"6,7";"755,20";"0,0"
"05/11/2024";"1200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/11/2024";"1300";"25,5";"28,3";"24,8";"82,0";"85,0";"62,0";"22,3";"22,5";"20,2";"991,2";"991,2";"990,4";"2,6";"321,0";"7,4";"954,70";"15,4"
"05/11/2024";"1400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/11/2024";"1500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/11/2024";"1600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/11/2024";"1700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/11/2024";"1800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/11/2024";"1900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/11/2024";"2000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/11/2024";"2100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/11/2024";"2200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/11/2024";"2300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
